"","word","score","para_num","sent_num","word_num","score_smooth","co"
"2161","it",0,61,100,2161,0.84,"green"
"2162","is",0,61,100,2162,0.84,"green"
"2163","a",0,61,100,2163,0.84,"green"
"2164","time",0,61,100,2164,0.84,"green"
"2165","of",0,61,100,2165,0.84,"green"
"2166","all",0,61,100,2166,0.88,"green"
"2167","others",0,61,100,2167,0.92,"green"
"2168","when",0,61,100,2168,0.92,"green"
"2169","want",1,61,100,2169,0.92,"green"
"2170","is",0,61,100,2170,0.84,"green"
"2171","keenly",0,61,100,2171,0.84,"green"
"2172","felt",0,61,100,2172,0.84,"green"
"2173","and",0,61,100,2173,0.84,"green"
"2174","abundance",0,61,100,2174,0.84,"green"
"2175","rejoices",4,61,100,2175,0.76,"green"
"2176","what",0,61,100,2176,0.76,"green"
"2177","shall",0,61,100,2177,0.76,"green"
"2178","i",0,61,100,2178,0.76,"green"
"2179","put",0,61,100,2179,0.76,"green"
"2180","you",0,61,100,2180,0.76,"green"
"2181","down",0,61,100,2181,0.76,"green"
"2182","for",0,61,100,2182,0.76,"green"
"2183","nothing",0,62,101,2183,0.76,"green"
"2184","scrooge",0,62,102,2184,0.76,"green"
"2185","replied",0,62,102,2185,0.76,"green"
"2186","you",0,63,103,2186,0.76,"green"
"2187","wish",1,63,103,2187,0.76,"green"
"2188","to",0,63,103,2188,0.68,"green"
"2189","be",0,63,103,2189,0.68,"green"
"2190","anonymous",0,63,103,2190,0.68,"green"
"2191","i",0,64,104,2191,0.68,"green"
"2192","wish",1,64,104,2192,0.68,"green"
"2193","to",0,64,104,2193,0.68,"green"
"2194","be",0,64,104,2194,0.68,"green"
"2195","left",0,64,104,2195,0.68,"green"
"2196","alone",-2,64,104,2196,0.68,"green"
"2197","said",0,64,104,2197,0.68,"green"
"2198","scrooge",0,64,104,2198,0.68,"green"
"2199","since",0,64,104,2199,0.68,"green"
"2200","you",0,64,104,2200,0.68,"green"
"2201","ask",0,64,104,2201,0.68,"green"
"2202","me",0,64,104,2202,0.68,"green"
"2203","what",0,64,104,2203,0.56,"green"
"2204","i",0,64,104,2204,0.56,"green"
"2205","wish",1,64,104,2205,0.56,"green"
"2206","gentlemen",0,64,104,2206,0.56,"green"
"2207","that",0,64,104,2207,0.56,"green"
"2208","is",0,64,104,2208,0.56,"green"
"2209","my",0,64,104,2209,0.56,"green"
"2210","answer",0,64,104,2210,0.68,"green"
"2211","i",0,64,104,2211,0.6,"green"
"2212","don't",0,64,104,2212,0.6,"green"
"2213","make",0,64,104,2213,0.6,"green"
"2214","merry",3,64,104,2214,0.6,"green"
"2215","myself",0,64,104,2215,0.6,"green"
"2216","at",0,64,104,2216,0.6,"green"
"2217","christmas",0,64,104,2217,0.6,"green"
"2218","and",0,64,104,2218,0.6,"green"
"2219","i",0,64,104,2219,0.52,"green"
"2220","can't",0,64,104,2220,0.52,"green"
"2221","afford",0,64,104,2221,0.52,"green"
"2222","to",0,64,104,2222,0.52,"green"
"2223","make",0,64,104,2223,0.52,"green"
"2224","idle",0,64,104,2224,0.52,"green"
"2225","people",0,64,104,2225,0.52,"green"
"2226","merry",3,64,104,2226,0.52,"green"
"2227","i",0,64,104,2227,0.52,"green"
"2228","help",2,64,104,2228,0.52,"green"
"2229","to",0,64,104,2229,0.52,"green"
"2230","support",2,64,104,2230,0.52,"green"
"2231","the",0,64,104,2231,0.52,"green"
"2232","establishments",0,64,104,2232,0.52,"green"
"2233","i",0,64,104,2233,0.52,"green"
"2234","have",0,64,104,2234,0.52,"green"
"2235","mentioned",0,64,104,2235,0.52,"green"
"2236","they",0,64,104,2236,0.52,"green"
"2237","cost",0,64,104,2237,0.6,"green"
"2238","enough",0,64,104,2238,0.52,"green"
"2239","and",0,64,104,2239,0.52,"green"
"2240","those",0,64,104,2240,0.52,"green"
"2241","who",0,64,104,2241,0.52,"green"
"2242","are",0,64,104,2242,0.52,"green"
"2243","badly",-3,64,104,2243,0.52,"green"
"2244","off",0,64,104,2244,0.52,"green"
"2245","must",0,64,104,2245,0.52,"green"
"2246","go",0,64,104,2246,0.52,"green"
"2247","there",0,64,104,2247,0.52,"green"
"2248","many",0,65,105,2248,0.6,"green"
"2249","can't",0,65,105,2249,0.6,"green"
"2250","go",0,65,105,2250,0.6,"green"
"2251","there",0,65,105,2251,0.6,"green"
"2252","and",0,65,105,2252,0.68,"green"
"2253","many",0,65,105,2253,0.68,"green"
"2254","would",0,65,105,2254,0.68,"green"
"2255","rather",0,65,105,2255,0.72,"green"
"2256","die",-3,65,105,2256,0.72,"green"
"2257","if",0,66,106,2257,0.72,"green"
"2258","they",0,66,106,2258,0.72,"green"
"2259","would",0,66,106,2259,0.72,"green"
"2260","rather",0,66,106,2260,0.72,"green"
"2261","die",-3,66,106,2261,0.72,"green"
"2262","said",0,66,106,2262,0.68,"green"
"2263","scrooge",0,66,106,2263,0.68,"green"
"2264","they",0,66,106,2264,0.68,"green"
"2265","had",0,66,106,2265,0.68,"green"
"2266","better",2,66,106,2266,0.68,"green"
"2267","do",0,66,106,2267,0.68,"green"
"2268","it",0,66,106,2268,0.68,"green"
"2269","and",0,66,106,2269,0.68,"green"
"2270","decrease",0,66,106,2270,0.68,"green"
"2271","the",0,66,106,2271,0.64,"green"
"2272","surplus",0,66,106,2272,0.64,"green"
"2273","population",0,66,106,2273,0.64,"green"
"2274","besides",0,66,106,2274,0.56,"green"
"2275","excuse",-1,66,106,2275,0.56,"green"
"2276","me",0,66,106,2276,0.56,"green"
"2277","i",0,66,106,2277,0.56,"green"
"2278","don't",0,66,106,2278,0.6,"green"
"2279","know",0,66,106,2279,0.6,"green"
"2280","that",0,66,106,2280,0.6,"green"
"2281","but",0,67,107,2281,0.6,"green"
"2282","you",0,67,107,2282,0.6,"green"
"2283","might",0,67,107,2283,0.6,"green"
"2284","know",0,67,107,2284,0.6,"green"
"2285","it",0,67,107,2285,0.72,"green"
"2286","observed",0,67,107,2286,0.8,"green"
"2287","the",0,67,107,2287,0.8,"green"
"2288","gentleman",0,67,107,2288,0.88,"green"
"2289","it's",0,68,108,2289,0.88,"green"
"2290","not",0,68,108,2290,0.88,"green"
"2291","my",0,68,108,2291,0.88,"green"
"2292","business",0,68,108,2292,0.88,"green"
"2293","scrooge",0,68,108,2293,0.88,"green"
"2294","returned",0,68,108,2294,0.88,"green"
"2295","it's",0,68,108,2295,0.88,"green"
"2296","enough",0,68,108,2296,0.88,"green"
"2297","for",0,68,108,2297,0.92,"green"
"2298","a",0,68,108,2298,0.92,"green"
"2299","man",0,68,108,2299,0.92,"green"
"2300","to",0,68,108,2300,0.92,"green"
"2301","understand",0,68,108,2301,0.84,"green"
"2302","his",0,68,108,2302,0.84,"green"
"2303","own",0,68,108,2303,0.84,"green"
"2304","business",0,68,108,2304,0.92,"green"
"2305","and",0,68,108,2305,0.92,"green"
"2306","not",0,68,108,2306,0.92,"green"
"2307","to",0,68,108,2307,0.92,"green"
"2308","interfere",0,68,108,2308,0.92,"green"
"2309","with",0,68,108,2309,0.92,"green"
"2310","other",0,68,108,2310,0.92,"green"
"2311","people's",0,68,108,2311,0.88,"green"
"2312","mine",0,68,108,2312,0.88,"green"
"2313","occupies",0,68,108,2313,0.88,"green"
"2314","me",0,68,108,2314,0.88,"green"
"2315","constantly",0,68,108,2315,0.88,"green"
"2316","good",3,68,108,2316,0.88,"green"
"2317","afternoon",0,68,108,2317,0.88,"green"
"2318","gentlemen",0,68,108,2318,0.88,"green"
"2319","seeing",0,69,109,2319,0.88,"green"
"2320","clearly",1,69,109,2320,0.88,"green"
"2321","that",0,69,109,2321,0.88,"green"
"2322","it",0,69,109,2322,0.96,"green"
"2323","would",0,69,109,2323,0.96,"green"
"2324","be",0,69,109,2324,0.96,"green"
"2325","useless",-2,69,109,2325,0.96,"green"
"2326","to",0,69,109,2326,0.96,"green"
"2327","pursue",0,69,109,2327,0.96,"green"
"2328","their",0,69,109,2328,0.96,"green"
"2329","point",0,69,109,2329,0.96,"green"
"2330","the",0,69,109,2330,0.96,"green"
"2331","gentlemen",0,69,109,2331,0.96,"green"
"2332","withdrew",0,69,109,2332,0.96,"green"
"2333","scrooge",0,69,109,2333,0.96,"green"
"2334","resumed",0,69,109,2334,0.96,"green"
"2335","his",0,69,109,2335,0.96,"green"
"2336","labours",0,69,109,2336,0.96,"green"
"2337","with",0,69,109,2337,0.96,"green"
"2338","an",0,69,109,2338,1.04,"green"
"2339","improved",2,69,109,2339,1.04,"green"
"2340","opinion",0,69,109,2340,1.04,"green"
"2341","of",0,69,109,2341,1.04,"green"
"2342","himself",0,69,109,2342,1.04,"green"
"2343","and",0,69,109,2343,1.04,"green"
"2344","in",0,69,109,2344,1.04,"green"
"2345","a",0,69,109,2345,1.04,"green"
"2346","more",0,69,109,2346,1.04,"green"
"2347","facetious",0,69,109,2347,1.04,"green"
"2348","temper",0,69,109,2348,1.04,"green"
"2349","than",0,69,109,2349,1.04,"green"
"2350","was",0,69,109,2350,1.08,"green"
"2351","usual",0,69,109,2351,1.08,"green"
"2352","with",0,69,109,2352,1.08,"green"
"2353","him",0,69,109,2353,1.08,"green"
"2354","meanwhile",0,70,110,2354,1,"green"
"2355","the",0,70,110,2355,1,"green"
"2356","fog",0,70,110,2356,0.92,"green"
"2357","and",0,70,110,2357,0.92,"green"
"2358","darkness",-1,70,110,2358,0.92,"green"
"2359","thickened",0,70,110,2359,0.92,"green"
"2360","so",0,70,110,2360,0.92,"green"
"2361","that",0,70,110,2361,0.8,"green"
"2362","people",0,70,110,2362,0.8,"green"
"2363","ran",0,70,110,2363,0.8,"green"
"2364","about",0,70,110,2364,0.8,"green"
"2365","with",0,70,110,2365,0.8,"green"
"2366","flaring",0,70,110,2366,0.8,"green"
"2367","links",0,70,110,2367,0.8,"green"
"2368","proffering",0,70,110,2368,0.8,"green"
"2369","their",0,70,110,2369,0.8,"green"
"2370","services",0,70,110,2370,0.8,"green"
"2371","to",0,70,110,2371,0.8,"green"
"2372","go",0,70,110,2372,0.8,"green"
"2373","before",0,70,110,2373,0.72,"green"
"2374","horses",0,70,110,2374,0.72,"green"
"2375","in",0,70,110,2375,0.72,"green"
"2376","carriages",0,70,110,2376,0.72,"green"
"2377","and",0,70,110,2377,0.72,"green"
"2378","conduct",0,70,110,2378,0.72,"green"
"2379","them",0,70,110,2379,0.72,"green"
"2380","on",0,70,110,2380,0.72,"green"
"2381","their",0,70,110,2381,0.72,"green"
"2382","way",0,70,110,2382,0.72,"green"
"2383","the",0,70,110,2383,0.72,"green"
"2384","ancient",0,70,110,2384,0.72,"green"
"2385","tower",0,70,110,2385,0.72,"green"
"2386","of",0,70,110,2386,0.72,"green"
"2387","a",0,70,110,2387,0.72,"green"
"2388","church",0,70,110,2388,0.72,"green"
"2389","whose",0,70,110,2389,0.72,"green"
"2390","gruff",0,70,110,2390,0.72,"green"
"2391","old",0,70,110,2391,0.72,"green"
"2392","bell",0,70,110,2392,0.72,"green"
"2393","was",0,70,110,2393,0.84,"green"
"2394","always",0,70,110,2394,0.84,"green"
"2395","peeping",0,70,110,2395,0.84,"green"
"2396","slyly",0,70,110,2396,0.84,"green"
"2397","down",0,70,110,2397,0.92,"green"
"2398","at",0,70,110,2398,0.92,"green"
"2399","scrooge",0,70,110,2399,0.92,"green"
"2400","out",0,70,110,2400,0.8,"green"
"2401","of",0,70,110,2401,0.8,"green"
"2402","a",0,70,110,2402,0.8,"green"
"2403","gothic",0,70,110,2403,0.8,"green"
"2404","window",0,70,110,2404,0.8,"green"
"2405","in",0,70,110,2405,0.72,"green"
"2406","the",0,70,110,2406,0.72,"green"
"2407","wall",0,70,110,2407,0.72,"green"
"2408","became",0,70,110,2408,0.72,"green"
"2409","invisible",0,70,110,2409,0.72,"green"
"2410","and",0,70,110,2410,0.72,"green"
"2411","struck",-1,70,110,2411,0.72,"green"
"2412","the",0,70,110,2412,0.72,"green"
"2413","hours",0,70,110,2413,0.72,"green"
"2414","and",0,70,110,2414,0.72,"green"
"2415","quarters",0,70,110,2415,0.72,"green"
"2416","in",0,70,110,2416,0.72,"green"
"2417","the",0,70,110,2417,0.72,"green"
"2418","clouds",0,70,110,2418,0.72,"green"
"2419","with",0,70,110,2419,0.68,"green"
"2420","tremulous",-2,70,110,2420,0.68,"green"
"2421","vibrations",0,70,110,2421,0.68,"green"
"2422","afterwards",0,70,110,2422,0.68,"green"
"2423","as",0,70,110,2423,0.68,"green"
"2424","if",0,70,110,2424,0.68,"green"
"2425","its",0,70,110,2425,0.52,"green"
"2426","teeth",0,70,110,2426,0.52,"green"
"2427","were",0,70,110,2427,0.52,"green"
"2428","chattering",0,70,110,2428,0.52,"green"
"2429","in",0,70,110,2429,0.52,"green"
"2430","its",0,70,110,2430,0.52,"green"
"2431","frozen",0,70,110,2431,0.52,"green"
"2432","head",0,70,110,2432,0.52,"green"
"2433","up",0,70,110,2433,0.52,"green"
"2434","there",0,70,110,2434,0.52,"green"
"2435","the",0,70,110,2435,0.52,"green"
"2436","cold",0,70,110,2436,0.52,"green"
"2437","became",0,70,110,2437,0.48,"green"
"2438","intense",1,70,110,2438,0.48,"green"
"2439","in",0,70,110,2439,0.48,"green"
"2440","the",0,70,110,2440,0.48,"green"
"2441","main",0,70,110,2441,0.48,"green"
"2442","street",0,70,110,2442,0.44,"green"
"2443","at",0,70,110,2443,0.44,"green"
"2444","the",0,70,110,2444,0.44,"green"
"2445","corner",0,70,110,2445,0.44,"green"
"2446","of",0,70,110,2446,0.52,"green"
"2447","the",0,70,110,2447,0.52,"green"
"2448","court",0,70,110,2448,0.52,"green"
"2449","some",0,70,110,2449,0.52,"green"
"2450","labourers",0,70,110,2450,0.52,"green"
"2451","were",0,70,110,2451,0.52,"green"
"2452","repairing",0,70,110,2452,0.52,"green"
"2453","the",0,70,110,2453,0.52,"green"
"2454","gas",0,70,110,2454,0.52,"green"
"2455","pipes",0,70,110,2455,0.48,"green"
"2456","and",0,70,110,2456,0.48,"green"
"2457","had",0,70,110,2457,0.48,"green"
"2458","lighted",0,70,110,2458,0.48,"green"
"2459","a",0,70,110,2459,0.48,"green"
"2460","great",3,70,110,2460,0.48,"green"
"2461","fire",-2,70,110,2461,0.48,"green"
"2462","in",0,70,110,2462,0.48,"green"
"2463","a",0,70,110,2463,0.48,"green"
"2464","brazier",0,70,110,2464,0.4,"green"
"2465","round",0,70,110,2465,0.48,"green"
"2466","which",0,70,110,2466,0.48,"green"
"2467","a",0,70,110,2467,0.6,"green"
"2468","party",0,70,110,2468,0.6,"green"
"2469","of",0,70,110,2469,0.6,"green"
"2470","ragged",0,70,110,2470,0.6,"green"
"2471","men",0,70,110,2471,0.6,"green"
"2472","and",0,70,110,2472,0.6,"green"
"2473","boys",0,70,110,2473,0.6,"green"
"2474","were",0,70,110,2474,0.6,"green"
"2475","gathered",0,70,110,2475,0.6,"green"
"2476","warming",0,70,110,2476,0.48,"green"
"2477","their",0,70,110,2477,0.48,"green"
"2478","hands",0,70,110,2478,0.4,"green"
"2479","and",0,70,110,2479,0.4,"green"
"2480","winking",0,70,110,2480,0.32,"green"
"2481","their",0,70,110,2481,0.32,"green"
"2482","eyes",0,70,110,2482,0.32,"green"
"2483","before",0,70,110,2483,0.32,"green"
"2484","the",0,70,110,2484,0.32,"green"
"2485","blaze",0,70,110,2485,0.32,"green"
"2486","in",0,70,110,2486,0.32,"green"
"2487","rapture",2,70,110,2487,0.2,"green"
"2488","the",0,70,110,2488,0.2,"green"
"2489","water",0,70,110,2489,0.2,"green"
"2490","plug",0,70,110,2490,0.2,"green"
"2491","being",0,70,110,2491,0.2,"green"
"2492","left",0,70,110,2492,0.2,"green"
"2493","in",0,70,110,2493,0.32,"green"
"2494","solitude",0,70,110,2494,0.32,"green"
"2495","its",0,70,110,2495,0.32,"green"
"2496","overflowings",0,70,110,2496,0.32,"green"
"2497","suddenly",0,70,110,2497,0.32,"green"
"2498","congealed",0,70,110,2498,0.32,"green"
"2499","and",0,70,110,2499,0.32,"green"
"2500","turned",0,70,110,2500,0.32,"green"
"2501","to",0,70,110,2501,0.32,"green"
"2502","misanthropic",0,70,110,2502,0.32,"green"
"2503","ice",0,70,110,2503,0.32,"green"
"2504","the",0,70,110,2504,0.32,"green"
"2505","brightness",1,70,110,2505,0.32,"green"
"2506","of",0,70,110,2506,0.44,"green"
"2507","the",0,70,110,2507,0.44,"green"
"2508","shops",0,70,110,2508,0.44,"green"
"2509","where",0,70,110,2509,0.44,"green"
"2510","holly",0,70,110,2510,0.44,"green"
"2511","sprigs",0,70,110,2511,0.56,"green"
"2512","and",0,70,110,2512,0.48,"green"
"2513","berries",0,70,110,2513,0.48,"green"
"2514","crackled",0,70,110,2514,0.48,"green"
"2515","in",0,70,110,2515,0.48,"green"
"2516","the",0,70,110,2516,0.4,"green"
"2517","lamp",0,70,110,2517,0.4,"green"
"2518","heat",0,70,110,2518,0.4,"green"
"2519","of",0,70,110,2519,0.4,"green"
"2520","the",0,70,110,2520,0.4,"green"
"2521","windows",0,70,110,2521,0.36,"green"
"2522","made",0,70,110,2522,0.36,"green"
"2523","pale",0,70,110,2523,0.36,"green"
"2524","faces",0,70,110,2524,0.36,"green"
"2525","ruddy",0,70,110,2525,0.4,"green"
"2526","as",0,70,110,2526,0.4,"green"
"2527","they",0,70,110,2527,0.4,"green"
"2528","passed",0,70,110,2528,0.4,"green"
"2529","poulterers",0,70,110,2529,0.4,"green"
"2530","and",0,70,110,2530,0.4,"green"
"2531","grocers",0,70,110,2531,0.4,"green"
"2532","trades",0,70,110,2532,0.4,"green"
"2533","became",0,70,110,2533,0.4,"green"
"2534","a",0,70,110,2534,0.4,"green"
"2535","splendid",3,70,110,2535,0.4,"green"
"2536","joke",2,70,110,2536,0.4,"green"
"2537","a",0,70,110,2537,0.4,"green"
"2538","glorious",2,70,110,2538,0.4,"green"
"2539","pageant",0,70,110,2539,0.4,"green"
"2540","with",0,70,110,2540,0.4,"green"
"2541","which",0,70,110,2541,0.4,"green"
"2542","it",0,70,110,2542,0.4,"green"
"2543","was",0,70,110,2543,0.44,"green"
"2544","next",0,70,110,2544,0.44,"green"
"2545","to",0,70,110,2545,0.44,"green"
"2546","impossible",0,70,110,2546,0.44,"green"
"2547","to",0,70,110,2547,0.44,"green"
"2548","believe",0,70,110,2548,0.44,"green"
"2549","that",0,70,110,2549,0.44,"green"
"2550","such",0,70,110,2550,0.44,"green"
"2551","dull",-2,70,110,2551,0.44,"green"
"2552","principles",0,70,110,2552,0.44,"green"
"2553","as",0,70,110,2553,0.44,"green"
"2554","bargain",2,70,110,2554,0.44,"green"
"2555","and",0,70,110,2555,0.44,"green"
"2556","sale",0,70,110,2556,0.44,"green"
"2557","had",0,70,110,2557,0.44,"green"
"2558","anything",0,70,110,2558,0.44,"green"
"2559","to",0,70,110,2559,0.44,"green"
"2560","do",0,70,110,2560,0.44,"green"
"2561","the",0,70,110,2561,0.44,"green"
"2562","lord",0,70,110,2562,0.44,"green"
"2563","mayor",0,70,110,2563,0.44,"green"
"2564","in",0,70,110,2564,0.52,"green"
"2565","the",0,70,110,2565,0.52,"green"
"2566","stronghold",0,70,110,2566,0.4,"green"
"2567","of",0,70,110,2567,0.4,"green"
"2568","the",0,70,110,2568,0.4,"green"
"2569","mighty",0,70,110,2569,0.36,"green"
"2570","mansion",0,70,110,2570,0.32,"green"
"2571","house",0,70,110,2571,0.32,"green"
"2572","gave",0,70,110,2572,0.32,"green"
"2573","orders",0,70,110,2573,0.32,"green"
"2574","to",0,70,110,2574,0.32,"green"
"2575","his",0,70,110,2575,0.4,"green"
"2576","fifty",0,70,110,2576,0.4,"green"
"2577","cooks",0,70,110,2577,0.4,"green"
"2578","and",0,70,110,2578,0.32,"green"
"2579","butlers",0,70,110,2579,0.32,"green"
"2580","to",0,70,110,2580,0.32,"green"
"2581","keep",0,70,110,2581,0.32,"green"
"2582","christmas",0,70,110,2582,0.32,"green"
"2583","as",0,70,110,2583,0.32,"green"
"2584","a",0,70,110,2584,0.32,"green"
"2585","lord",0,70,110,2585,0.4,"green"
"2586","mayor's",0,70,110,2586,0.4,"green"
"2587","household",0,70,110,2587,0.4,"green"
"2588","should",0,70,110,2588,0.4,"green"
"2589","and",0,70,110,2589,0.32,"green"
"2590","even",0,70,110,2590,0.32,"green"
"2591","the",0,70,110,2591,0.32,"green"
"2592","little",0,70,110,2592,0.32,"green"
"2593","tailor",0,70,110,2593,0.32,"green"
"2594","whom",0,70,110,2594,0.32,"green"
"2595","he",0,70,110,2595,0.24,"green"
"2596","had",0,70,110,2596,0.24,"green"
"2597","fined",0,70,110,2597,0.24,"green"
"2598","five",0,70,110,2598,0.24,"green"
"2599","shillings",0,70,110,2599,0.2,"green"
"2600","on",0,70,110,2600,0.2,"green"
"2601","the",0,70,110,2601,0.2,"green"
"2602","previous",0,70,110,2602,0.2,"green"
"2603","monday",0,70,110,2603,0.2,"green"
"2604","for",0,70,110,2604,0.16,"green"
"2605","being",0,70,110,2605,0.16,"green"
"2606","drunk",-2,70,110,2606,0.16,"green"
"2607","and",0,70,110,2607,0.16,"green"
"2608","bloodthirsty",0,70,110,2608,0.2,"green"
"2609","in",0,70,110,2609,0.2,"green"
"2610","the",0,70,110,2610,0.2,"green"
"2611","streets",0,70,110,2611,0.2,"green"
"2612","stirred",0,70,110,2612,0.2,"green"
"2613","up",0,70,110,2613,0.2,"green"
"2614","to",0,70,110,2614,0.2,"green"
"2615","morrow's",0,70,110,2615,0.2,"green"
"2616","pudding",0,70,110,2616,0.2,"green"
"2617","in",0,70,110,2617,0.2,"green"
"2618","his",0,70,110,2618,0.2,"green"
"2619","garret",0,70,110,2619,0.2,"green"
"2620","while",0,70,110,2620,0.2,"green"
"2621","his",0,70,110,2621,0.2,"green"
"2622","lean",0,70,110,2622,0.2,"green"
"2623","wife",0,70,110,2623,0.2,"green"
"2624","and",0,70,110,2624,0.2,"green"
"2625","the",0,70,110,2625,0.2,"green"
"2626","baby",0,70,110,2626,0.28,"green"
"2627","sallied",0,70,110,2627,0.28,"green"
"2628","out",0,70,110,2628,0.28,"green"
"2629","to",0,70,110,2629,0.28,"green"
"2630","buy",0,70,110,2630,0.28,"green"
"2631","the",0,70,110,2631,0.28,"green"
"2632","beef",0,70,110,2632,0.28,"green"
"2633","foggier",0,71,111,2633,0.28,"green"
"2634","yet",0,71,111,2634,0.28,"green"
"2635","and",0,71,111,2635,0.28,"green"
"2636","colder",0,71,111,2636,0.28,"green"
"2637","piercing",0,71,112,2637,0.28,"green"
"2638","searching",0,71,112,2638,0.28,"green"
"2639","biting",0,71,112,2639,0.28,"green"
"2640","cold",0,71,112,2640,0.28,"green"
"2641","if",0,71,112,2641,0.28,"green"
"2642","the",0,71,112,2642,0.28,"green"
"2643","good",3,71,112,2643,0.2,"green"
"2644","st",0,71,112,2644,0.16,"green"
"2645","dunstan",0,71,112,2645,0.16,"green"
"2646","had",0,71,112,2646,0.16,"green"
"2647","but",0,71,112,2647,0.16,"green"
"2648","nipped",0,71,112,2648,0.16,"green"
"2649","the",0,71,112,2649,0.16,"green"
"2650","evil",-3,71,112,2650,0.16,"green"
"2651","spirit's",0,71,112,2651,0.16,"green"
"2652","nose",0,71,112,2652,0.16,"green"
"2653","with",0,71,112,2653,0.16,"green"
"2654","a",0,71,112,2654,0.16,"green"
"2655","touch",0,71,112,2655,0.16,"green"
"2656","of",0,71,112,2656,0.16,"green"
"2657","such",0,71,112,2657,0.16,"green"
"2658","weather",0,71,112,2658,0.16,"green"
"2659","as",0,71,112,2659,0.16,"green"
"2660","that",0,71,112,2660,0.16,"green"
"2661","instead",0,71,112,2661,0.2,"green"
"2662","of",0,71,112,2662,0.2,"green"
"2663","using",0,71,112,2663,0.2,"green"
"2664","his",0,71,112,2664,0.2,"green"
"2665","familiar",0,71,112,2665,0.2,"green"
"2666","weapons",0,71,112,2666,0.2,"green"
"2667","then",0,71,112,2667,0.2,"green"
"2668","indeed",0,71,112,2668,0.2,"green"
"2669","he",0,71,112,2669,0.2,"green"
"2670","would",0,71,112,2670,0.28,"green"
"2671","have",0,71,112,2671,0.28,"green"
"2672","roared",0,71,112,2672,0.28,"green"
"2673","to",0,71,112,2673,0.28,"green"
"2674","lusty",0,71,112,2674,0.28,"green"
"2675","purpose",0,71,112,2675,0.28,"green"
"2676","the",0,71,112,2676,0.28,"green"
"2677","owner",0,71,112,2677,0.28,"green"
"2678","of",0,71,112,2678,0.28,"green"
"2679","one",0,71,112,2679,0.28,"green"
"2680","scant",0,71,112,2680,0.28,"green"
"2681","young",0,71,112,2681,0.32,"green"
"2682","nose",0,71,112,2682,0.32,"green"
"2683","gnawed",0,71,112,2683,0.32,"green"
"2684","and",0,71,112,2684,0.32,"green"
"2685","mumbled",0,71,112,2685,0.32,"green"
"2686","by",0,71,112,2686,0.32,"green"
"2687","the",0,71,112,2687,0.32,"green"
"2688","hungry",0,71,112,2688,0.28,"green"
"2689","cold",0,71,112,2689,0.28,"green"
"2690","as",0,71,112,2690,0.28,"green"
"2691","bones",0,71,112,2691,0.28,"green"
"2692","are",0,71,112,2692,0.28,"green"
"2693","gnawed",0,71,112,2693,0.28,"green"
"2694","by",0,71,112,2694,0.28,"green"
"2695","dogs",0,71,112,2695,0.28,"green"
"2696","stooped",0,71,112,2696,0.28,"green"
"2697","down",0,71,112,2697,0.28,"green"
"2698","at",0,71,112,2698,0.28,"green"
"2699","scrooge's",0,71,112,2699,0.28,"green"
"2700","keyhole",0,71,112,2700,0.28,"green"
"2701","to",0,71,112,2701,0.28,"green"
"2702","regale",0,71,112,2702,0.28,"green"
"2703","him",0,71,112,2703,0.28,"green"
"2704","with",0,71,112,2704,0.28,"green"
"2705","a",0,71,112,2705,0.28,"green"
"2706","christmas",0,71,112,2706,0.28,"green"
"2707","carol",0,71,112,2707,0.28,"green"
"2708","but",0,71,112,2708,0.28,"green"
"2709","at",0,71,112,2709,0.28,"green"
"2710","the",0,71,112,2710,0.16,"green"
"2711","first",0,71,112,2711,0.24,"green"
"2712","sound",0,71,112,2712,0.24,"green"
"2713","of",0,71,112,2713,0.24,"green"
"2714","god",1,72,113,2714,0.24,"green"
"2715","bless",2,72,113,2715,0.24,"green"
"2716","you",0,72,113,2716,0.24,"green"
"2717","merry",3,72,113,2717,0.2,"green"
"2718","gentleman",0,72,113,2718,0.2,"green"
"2719","may",0,72,113,2719,0.2,"green"
"2720","nothing",0,72,113,2720,0.2,"green"
"2721","you",0,72,113,2721,0.2,"green"
"2722","dismay",0,72,113,2722,0.2,"green"
"2723","scrooge",0,73,114,2723,0.2,"green"
"2724","seized",0,73,114,2724,0.2,"green"
"2725","the",0,73,114,2725,0.2,"green"
"2726","ruler",0,73,114,2726,0.2,"green"
"2727","with",0,73,114,2727,0.2,"green"
"2728","such",0,73,114,2728,0.2,"green"
"2729","energy",0,73,114,2729,0.2,"green"
"2730","of",0,73,114,2730,0.2,"green"
"2731","action",0,73,114,2731,0.2,"green"
"2732","that",0,73,114,2732,0.2,"green"
"2733","the",0,73,114,2733,0.2,"green"
"2734","singer",0,73,114,2734,0.2,"green"
"2735","fled",0,73,114,2735,0.2,"green"
"2736","in",0,73,114,2736,0.28,"green"
"2737","terror",-3,73,114,2737,0.2,"green"
"2738","leaving",0,73,114,2738,0.2,"green"
"2739","the",0,73,114,2739,0.2,"green"
"2740","keyhole",0,73,114,2740,0.2,"green"
"2741","to",0,73,114,2741,0.2,"green"
"2742","the",0,73,114,2742,0.2,"green"
"2743","fog",0,73,114,2743,0.2,"green"
"2744","and",0,73,114,2744,0.2,"green"
"2745","even",0,73,114,2745,0.2,"green"
"2746","more",0,73,114,2746,0.2,"green"
"2747","congenial",0,73,114,2747,0.2,"green"
"2748","frost",0,73,114,2748,0.2,"green"
"2749","at",0,74,115,2749,0.2,"green"
